event date,volunteer number,event budge,event type,volunteer certification,total number,event location,volunteer's bonus,volunteer's score,satisfy
2/15/2015,26,3000,Special Event,Y,300,Richmond,194,30,Y
1/24/2015,30,2000,Competition,Y,50,North Vancouver,499,50,Y
1/30/2015,28,4000,Party,Y,600,Maple Ridge,305,20,Y
5/26/2015,31,3000,Fundraising,Y,100,Langley,385,50,Y
8/28/2015,40,4000,Fundraising,N,300,Richmond,352,40,N
2/23/2015,16,4000,Study buddy Tutor,Y,600,West Vancouver,284,30,Y
5/25/2015,37,1000,Big Sister Program,Y,600,Langley,240,10,Y
5/17/2015,39,3000,Market Volunteer,Y,600,New Westminster,157,20,N
10/14/2015,38,1000,Party,Y,100,West Vancouver,307,20,Y
1/9/2015,18,1000,Parade,N,50,Maple Ridge,64,30,Y
5/30/2015,29,1000,Conference,Y,500,West Vancouver,488,50,Y
4/29/2015,13,2000,Charitable Donations,Y,600,Coquitlam,98,10,Y
9/5/2015,16,3000,Fitness Class,Y,100,New Westminster,467,50,Y
9/8/2015,34,2000,Training,Y,300,Coquitlam,343,30,Y
2/1/2015,13,4000,Health Product Study,Y,50,New Westminster,301,30,Y
10/20/2015,12,1000,Seniors Centre Volunteer,Y,400,Vancouver,126,30,Y
2/22/2015,21,1000,Development Volunteer,Y,500,Langley,217,30,Y
2/24/2015,25,3000,Study buddy Tutor,Y,500,Richmond,117,40,Y
7/5/2015,33,4000,Office Volunteer,Y,200,New Westminster,410,50,N
1/1/2015,16,4000,Childcare,Y,500,Burnaby,462,40,Y
3/27/2015,22,4000,Museum Tour Guide,Y,100,West Vancouver,76,10,Y
7/16/2015,40,4000,Market Volunteer,Y,400,Maple Ridge,423,30,Y
1/1/2015,15,2000,Competition,Y,100,Maple Ridge,143,40,Y
7/6/2015,16,2000,Seniors Centre Volunteer,Y,500,West Vancouver,118,40,Y
10/17/2015,10,3000,In-School Mentor,Y,50,Coquitlam,78,10,Y
2/5/2015,17,4000,Urban Native Youth Association,Y,400,Vancouver,291,10,Y
7/7/2015,29,4000,Museum Tour Guide,Y,300,Langley,116,10,Y
4/17/2015,26,2000,Health Product Study,Y,500,North Vancouver,108,40,Y
3/27/2015,20,2000,Conference,Y,200,Richmond,488,30,Y
7/5/2015,14,3000,Community Visitor,Y,600,Richmond,203,10,Y
2/8/2015,40,3000,Health Product Study,Y,600,Richmond,86,20,Y
6/26/2015,37,4000,Urban Native Youth Association,Y,100,Coquitlam,90,30,Y
3/16/2015,10,1000,Special Event,Y,100,Burnaby,254,40,Y
10/13/2015,26,3000,Festival,Y,500,New Westminster,434,50,Y
2/17/2015,37,3000,Graphic Design,Y,400,Langley,339,40,Y
10/14/2015,22,1000,Competition,Y,100,Vancouver,117,20,Y
1/19/2015,30,3000,Visual Arts Committee,Y,500,North Vancouver,238,40,Y
7/18/2015,28,2000,Big Sister Program,Y,100,Burnaby,69,30,Y
7/21/2015,32,4000,Health Product Study,Y,400,West Vancouver,403,40,Y
10/17/2015,33,4000,Party,Y,100,Richmond,299,20,Y
2/22/2015,10,2000,Party,Y,600,Coquitlam,35,30,Y
8/20/2015,29,2000,Competition,Y,300,Richmond,223,10,Y
2/5/2015,17,3000,Childcare,Y,50,Burnaby,414,40,Y
10/13/2015,33,4000,Competition,Y,400,Maple Ridge,148,30,Y
4/12/2015,29,2000,Festival,Y,50,New Westminster,449,30,Y
3/19/2015,16,1000,Party,Y,100,Coquitlam,323,50,Y
6/25/2015,12,4000,Party,N,100,Langley,46,20,Y
8/25/2015,27,1000,Museum Tour Guide,Y,500,Richmond,384,30,Y
5/13/2015,28,3000,Childen Program,Y,300,New Westminster,475,50,N
5/29/2015,29,2000,Equipment Sorter,Y,100,New Westminster,280,20,Y
8/5/2015,40,4000,Fundraising,N,400,Vancouver,288,20,Y
9/28/2015,28,2000,Childen Program,Y,600,Burnaby,75,10,Y
2/29/2015,32,3000,Food Hamper Volunteer,Y,400,North Vancouver,80,50,Y
2/25/2015,34,1000,Community Visitor,Y,100,North Vancouver,432,40,Y
5/6/2015,20,1000,Market Volunteer,Y,500,North Vancouver,228,30,Y
3/24/2015,12,2000,Childcare,Y,600,West Vancouver,193,50,Y
8/1/2015,32,1000,Nature House Volunteer,Y,600,North Vancouver,346,40,Y
9/4/2015,14,2000,Recreation Assistants,Y,400,New Westminster,328,10,Y
4/22/2015,39,2000,Survey,N,100,Richmond,123,30,Y
5/2/2015,37,4000,Development Volunteer,Y,600,Coquitlam,443,50,Y
3/17/2015,35,2000,Festival,Y,500,Maple Ridge,286,20,N
10/25/2015,11,1000,Parade,Y,50,Vancouver,107,40,Y
1/18/2015,17,1000,Competition,Y,200,Burnaby,103,40,Y
8/7/2015,33,3000,Social Media,Y,50,Vancouver,113,10,Y
1/10/2015,19,3000,Seniors Centre Volunteer,Y,200,West Vancouver,462,30,Y
8/17/2015,27,3000,Concert,Y,400,Langley,482,40,Y
2/27/2015,38,4000,In-School Mentor,Y,400,Burnaby,327,30,Y
8/7/2015,24,3000,Seniors Centre Volunteer,N,100,Langley,214,30,N
3/10/2015,39,2000,Social Media,Y,50,Maple Ridge,244,40,Y
9/23/2015,39,4000,Festival,Y,600,Maple Ridge,317,40,Y
8/5/2015,25,3000,Concert,Y,300,Burnaby,23,30,Y
2/4/2015,12,4000,Office Volunteer,Y,500,Vancouver,174,20,Y
6/16/2015,38,1000,Survey,Y,500,Langley,388,10,Y
10/13/2015,33,4000,Special Event,Y,500,Maple Ridge,137,40,Y
10/22/2015,16,2000,Urban Native Youth Association,Y,400,New Westminster,262,40,Y
7/11/2015,21,3000,Special Event,Y,400,West Vancouver,238,10,N
8/29/2015,33,4000,Speech,Y,500,Coquitlam,446,30,Y
10/2/2015,23,3000,Visual Arts Committee,Y,400,North Vancouver,256,30,Y
4/24/2015,38,4000,Festival,Y,400,New Westminster,194,20,Y
6/24/2015,20,3000,Urban Native Youth Association,Y,300,Burnaby,493,40,Y
5/2/2015,12,2000,Conference,Y,50,Coquitlam,191,20,Y
4/14/2015,40,2000,Market Volunteer,Y,400,New Westminster,420,40,N
5/15/2015,20,3000,Conference,N,300,Richmond,310,50,Y
3/10/2015,15,3000,Party,Y,600,Burnaby,36,50,Y
6/9/2015,30,3000,Speech,Y,300,Vancouver,67,30,Y
7/22/2015,36,2000,Speech,N,50,Vancouver,316,20,Y
3/18/2015,12,4000,Fundraising,Y,50,Richmond,439,40,Y
3/5/2015,33,2000,Childcare,Y,600,Vancouver,414,30,Y
6/5/2015,16,4000,Museum Tour Guide,Y,500,North Vancouver,256,10,Y
2/13/2015,31,2000,Equipment Sorter,Y,200,Langley,402,20,Y
1/19/2015,16,2000,Equipment Sorter,Y,200,Vancouver,118,10,Y
9/11/2015,26,2000,Training,Y,600,Coquitlam,351,20,Y
8/21/2015,23,1000,Competition,Y,200,Langley,284,20,Y
6/24/2015,23,4000,Contest,Y,300,Maple Ridge,99,20,Y
7/23/2015,36,3000,Social Media,Y,600,Vancouver,229,50,Y
4/11/2015,12,4000,Urban Native Youth Association,Y,500,West Vancouver,27,30,N
1/19/2015,24,2000,Urban Native Youth Association,Y,300,Richmond,335,50,Y
3/11/2015,23,1000,Big Sister Program,Y,200,New Westminster,449,30,Y
7/30/2015,34,2000,Study buddy Tutor,Y,400,Vancouver,411,40,Y
1/11/2015,33,1000,Social Media,N,100,Maple Ridge,371,10,Y
8/27/2015,15,4000,Food Hamper Volunteer,Y,500,Vancouver,304,50,Y
7/17/2015,30,4000,Contest,Y,600,Coquitlam,277,50,Y
10/30/2015,24,1000,Meals on Wheels Volunteer,Y,400,Burnaby,54,10,Y
2/29/2015,37,2000,Recreation Assistants,Y,50,Langley,96,20,Y
8/2/2015,39,3000,Graphic Design,Y,500,New Westminster,322,30,Y
2/13/2015,31,2000,Health Product Study,Y,100,Maple Ridge,36,20,Y
6/22/2015,34,4000,Health Product Study,Y,400,West Vancouver,319,20,N
4/14/2015,12,1000,Equipment Sorter,Y,300,Langley,340,50,Y
5/15/2015,39,3000,Study buddy Tutor,Y,50,Burnaby,204,50,Y
9/10/2015,22,3000,In-School Mentor,N,300,Burnaby,459,50,Y
10/8/2015,28,2000,Charitable Donations,Y,600,Vancouver,189,50,Y
1/12/2015,19,4000,Fundraising,Y,600,West Vancouver,203,10,Y
8/17/2015,34,4000,Party,Y,200,Coquitlam,357,20,Y
1/18/2015,31,4000,Office Volunteer,Y,600,Maple Ridge,464,40,N
5/7/2015,40,1000,Health Product Study,Y,500,Burnaby,410,50,Y
3/21/2015,32,1000,Fitness Class,Y,600,Langley,392,40,Y
8/5/2015,28,1000,Big Sister Program,Y,500,North Vancouver,245,50,N
7/20/2015,19,2000,Concert,Y,400,Langley,431,30,Y
1/15/2015,32,3000,Childcare,Y,300,New Westminster,324,50,Y
4/3/2015,33,2000,Community Visitor,Y,300,Langley,72,10,Y
3/7/2015,29,2000,Urban Native Youth Association,Y,500,Coquitlam,301,40,Y
2/8/2015,28,4000,Market Volunteer,Y,200,New Westminster,451,50,N
10/17/2015,16,4000,Visual Arts Committee,Y,200,Vancouver,140,50,Y
4/3/2015,20,3000,Speech,Y,600,New Westminster,222,20,Y
10/24/2015,20,3000,Meals on Wheels Volunteer,Y,100,North Vancouver,344,10,N
7/16/2015,10,4000,Equipment Sorter,Y,200,Coquitlam,105,50,Y
2/13/2015,31,4000,Market Volunteer,Y,400,Vancouver,13,30,Y
8/18/2015,34,4000,Visual Arts Committee,Y,600,Burnaby,314,10,N
3/16/2015,32,2000,Recreation Assistants,N,50,Langley,393,40,Y
1/25/2015,22,1000,Museum Tour Guide,Y,500,Vancouver,408,20,Y
5/19/2015,17,2000,Graphic Design,Y,200,Vancouver,400,10,Y
1/27/2015,13,1000,Office Volunteer,Y,300,Vancouver,325,20,Y
9/19/2015,12,4000,Festival,Y,300,Coquitlam,335,40,Y
2/16/2015,28,2000,Contest,Y,500,Vancouver,11,50,Y
4/19/2015,37,1000,In-School Mentor,Y,300,Burnaby,348,20,Y
1/28/2015,33,1000,Fundraising,Y,100,Vancouver,108,20,Y
7/4/2015,17,1000,Meals on Wheels Volunteer,N,100,Langley,376,40,Y
8/26/2015,12,4000,In-School Mentor,Y,400,New Westminster,254,30,Y
7/16/2015,12,1000,Fundraising,Y,50,West Vancouver,447,30,Y
6/12/2015,21,2000,Visual Arts Committee,Y,300,Richmond,20,50,Y
4/29/2015,34,1000,Party,Y,400,Richmond,165,10,Y
7/13/2015,21,4000,Training,Y,600,North Vancouver,71,10,Y
2/26/2015,27,2000,Big Sister Program,N,200,Vancouver,130,50,Y
9/5/2015,17,1000,Chamber of Commerce,Y,500,North Vancouver,67,20,N
6/4/2015,24,4000,Speech,Y,600,Langley,203,40,Y
1/19/2015,32,3000,Visual Arts Committee,Y,100,Coquitlam,235,20,Y
4/9/2015,30,1000,Social Media,Y,400,New Westminster,74,10,Y
4/24/2015,40,4000,Urban Native Youth Association,Y,100,Richmond,230,50,N
6/27/2015,27,1000,Chamber of Commerce,Y,100,Burnaby,226,40,Y
9/29/2015,30,1000,Seniors Centre Volunteer,Y,200,Maple Ridge,68,10,Y
8/3/2015,30,2000,Concert,Y,300,New Westminster,60,10,N
10/15/2015,40,2000,Development Volunteer,Y,400,Maple Ridge,221,40,Y
5/14/2015,37,1000,Fitness Class,Y,300,Burnaby,75,20,N
6/1/2015,17,4000,In-School Mentor,N,50,New Westminster,439,10,Y
3/28/2015,24,3000,In-School Mentor,N,500,Langley,280,20,Y
8/14/2015,10,4000,Social Media,Y,200,North Vancouver,37,10,Y
9/27/2015,19,1000,Parade,Y,100,Maple Ridge,60,20,Y
4/30/2015,24,2000,Visual Arts Committee,Y,400,Maple Ridge,308,20,Y
1/21/2015,20,2000,Party,Y,50,Burnaby,498,10,Y
2/28/2015,39,3000,Social Media,Y,300,North Vancouver,135,50,N
7/21/2015,26,4000,Survey,Y,500,Langley,115,30,Y
9/10/2015,39,1000,Conference,N,300,Coquitlam,290,30,Y
5/3/2015,10,4000,Office Volunteer,Y,100,Richmond,392,10,Y
8/9/2015,16,1000,Special Event,Y,200,Burnaby,328,20,N
2/16/2015,33,4000,Childcare,Y,600,Burnaby,257,50,Y
8/26/2015,25,3000,Competition,Y,100,Langley,408,40,Y
7/8/2015,40,4000,Seniors Centre Volunteer,Y,100,Vancouver,397,10,Y
5/26/2015,26,3000,Parade,Y,50,Vancouver,15,10,Y
5/6/2015,36,1000,Development Volunteer,Y,500,Coquitlam,42,50,Y
1/14/2015,23,1000,Contest,Y,600,New Westminster,214,20,Y
1/2/2015,40,1000,Meals on Wheels Volunteer,Y,200,Vancouver,492,40,Y
6/16/2015,26,3000,Fundraising,Y,100,Coquitlam,64,40,Y
4/27/2015,12,2000,Training,Y,100,Coquitlam,305,50,Y
6/16/2015,15,2000,Chamber of Commerce,N,100,Langley,287,50,Y
3/28/2015,36,2000,In-School Mentor,Y,200,Richmond,25,40,Y
7/6/2015,34,2000,Social Media,Y,500,Burnaby,79,40,Y
10/4/2015,30,3000,Chamber of Commerce,Y,500,Langley,274,30,Y
10/11/2015,26,4000,Museum Tour Guide,N,500,Burnaby,236,10,Y
5/22/2015,20,4000,Survey,Y,400,New Westminster,47,30,N
10/15/2015,37,4000,Fundraising,Y,500,West Vancouver,196,10,N
1/21/2015,36,1000,Contest,Y,600,Maple Ridge,56,50,Y
8/21/2015,20,4000,Survey,Y,50,West Vancouver,250,40,N
9/7/2015,25,4000,Health Product Study,Y,500,Richmond,55,20,Y
2/28/2015,24,1000,Survey,Y,100,Maple Ridge,445,20,Y
6/6/2015,40,3000,Nature House Volunteer,N,600,Maple Ridge,490,50,Y
4/19/2015,32,1000,Social Media,Y,50,Vancouver,478,20,Y
7/21/2015,10,3000,Office Volunteer,Y,400,Richmond,237,20,Y
5/16/2015,20,3000,Museum Tour Guide,Y,500,Maple Ridge,474,40,Y
7/22/2015,26,3000,Survey,Y,400,Vancouver,241,50,Y
10/8/2015,38,1000,Study buddy Tutor,Y,100,Vancouver,304,40,Y
2/13/2015,25,1000,Survey,Y,500,Langley,299,30,Y
4/25/2015,24,1000,Visual Arts Committee,Y,400,Langley,387,20,Y
1/2/2015,27,1000,Recreation Assistants,Y,600,West Vancouver,257,50,Y
4/19/2015,17,1000,Training,N,200,West Vancouver,43,30,Y
1/2/2015,10,4000,Seniors Centre Volunteer,Y,600,Vancouver,208,40,Y
7/2/2015,34,3000,Fitness Class,Y,400,West Vancouver,35,20,Y
1/19/2015,33,1000,Charitable Donations,Y,600,New Westminster,66,40,Y
5/1/2015,24,4000,Graphic Design,N,100,Burnaby,359,10,Y
4/14/2015,35,2000,Survey,Y,200,New Westminster,299,50,Y
3/6/2015,10,1000,Competition,Y,200,Richmond,210,50,Y
9/30/2015,23,2000,Community Visitor,Y,200,Burnaby,150,50,Y
5/1/2015,23,2000,Competition,Y,200,Burnaby,217,20,Y
4/4/2015,33,1000,Survey,N,400,Langley,204,50,Y
8/14/2015,12,3000,Office Volunteer,Y,200,North Vancouver,139,30,Y
1/21/2015,10,3000,Party,Y,300,Coquitlam,327,50,Y
4/14/2015,31,3000,Charitable Donations,Y,50,Maple Ridge,213,10,Y
8/18/2015,16,4000,Fitness Class,Y,400,North Vancouver,73,10,Y
7/8/2015,18,1000,Graphic Design,N,500,New Westminster,241,50,Y
1/14/2015,37,2000,Concert,Y,300,Vancouver,323,40,Y
3/27/2015,31,1000,Speech,Y,500,North Vancouver,335,10,Y
9/18/2015,39,2000,Training,Y,50,New Westminster,177,50,Y
8/25/2015,18,4000,Food Hamper Volunteer,Y,500,Coquitlam,231,30,Y
1/16/2015,17,3000,Study buddy Tutor,Y,200,Coquitlam,226,40,Y
5/9/2015,12,1000,Seniors Centre Volunteer,Y,600,West Vancouver,201,20,Y
6/3/2015,39,4000,Big Sister Program,Y,600,Langley,314,10,Y
8/13/2015,32,4000,Seniors Centre Volunteer,N,400,West Vancouver,52,20,Y
7/28/2015,34,3000,Fundraising,Y,500,Coquitlam,69,40,Y
9/2/2015,10,3000,Community Visitor,Y,300,Coquitlam,129,30,Y
6/10/2015,22,3000,Parade,Y,500,Maple Ridge,480,40,N
3/6/2015,14,4000,Survey,Y,300,Vancouver,370,40,Y
6/3/2015,25,1000,Festival,Y,600,Vancouver,82,30,Y
8/24/2015,35,1000,Festival,Y,400,Burnaby,58,30,N
9/18/2015,25,4000,Community Visitor,Y,400,Maple Ridge,353,20,Y
4/19/2015,21,3000,Festival,Y,200,Maple Ridge,347,40,Y
7/14/2015,28,2000,Office Volunteer,Y,600,West Vancouver,480,40,Y
1/12/2015,19,3000,Training,Y,600,North Vancouver,454,10,Y
3/7/2015,18,1000,Seniors Centre Volunteer,Y,600,Richmond,427,40,Y
10/3/2015,16,4000,Training,Y,200,Vancouver,245,30,Y
5/22/2015,32,3000,Social Media,Y,50,Vancouver,288,30,Y
8/3/2015,16,2000,Recreation Assistants,Y,200,Vancouver,38,20,Y
1/28/2015,27,3000,Festival,Y,300,Burnaby,114,50,Y
5/16/2015,36,4000,Party,Y,100,West Vancouver,158,20,Y
1/22/2015,29,4000,Community Visitor,Y,50,New Westminster,479,50,N
9/6/2015,18,1000,Urban Native Youth Association,Y,600,Richmond,39,50,Y
10/5/2015,16,2000,Meals on Wheels Volunteer,N,600,Langley,456,40,Y
5/12/2015,27,1000,Speech,Y,200,Langley,177,20,Y
6/16/2015,32,4000,Community Visitor,Y,500,Coquitlam,281,50,Y
9/26/2015,13,3000,Competition,Y,100,North Vancouver,378,10,Y
4/18/2015,19,4000,Childen Program,Y,200,Langley,465,40,Y
10/12/2015,15,4000,Health Product Study,Y,600,North Vancouver,244,50,Y
4/14/2015,20,4000,Charitable Donations,Y,400,Vancouver,324,10,Y
1/15/2015,37,4000,Parade,Y,50,Vancouver,94,20,Y
1/28/2015,38,1000,Fundraising,Y,300,West Vancouver,460,30,Y
3/8/2015,40,4000,Nature House Volunteer,N,500,Langley,222,10,Y
4/17/2015,20,3000,Museum Tour Guide,Y,400,West Vancouver,107,30,Y
3/3/2015,12,1000,Fitness Class,N,50,Richmond,363,40,Y
5/26/2015,12,1000,Big Sister Program,Y,600,West Vancouver,252,10,Y
4/7/2015,38,1000,Big Sister Program,Y,600,Langley,288,50,Y
7/13/2015,36,2000,Recreation Assistants,Y,200,North Vancouver,343,50,Y
3/15/2015,19,4000,Meals on Wheels Volunteer,Y,300,Vancouver,157,40,Y
2/6/2015,33,2000,Seniors Centre Volunteer,Y,500,Maple Ridge,78,40,N
7/2/2015,29,2000,Study buddy Tutor,Y,400,Coquitlam,267,40,Y
6/21/2015,33,3000,Big Sister Program,Y,50,Vancouver,369,20,Y
3/19/2015,37,1000,Nature House Volunteer,Y,300,North Vancouver,414,30,Y
3/30/2015,31,3000,Big Sister Program,N,200,North Vancouver,14,10,Y
8/25/2015,19,1000,Urban Native Youth Association,Y,200,Vancouver,97,30,Y
5/9/2015,26,3000,Conference,Y,200,Burnaby,487,10,Y
1/26/2015,29,1000,Recreation Assistants,Y,50,West Vancouver,492,50,Y
9/10/2015,29,4000,Training,Y,50,Langley,54,10,Y
1/14/2015,28,3000,Chamber of Commerce,Y,500,Coquitlam,428,10,Y
1/1/2015,38,3000,Meals on Wheels Volunteer,Y,600,Burnaby,322,40,Y
9/13/2015,19,1000,Chamber of Commerce,N,300,Richmond,485,30,N
9/14/2015,12,3000,Community Visitor,Y,600,Coquitlam,447,40,Y
5/4/2015,29,4000,Office Volunteer,Y,500,West Vancouver,320,40,Y
9/6/2015,11,2000,Cultural event,Y,400,Langley,159,10,Y
2/20/2015,37,4000,Parade,Y,600,Richmond,31,20,Y
4/13/2015,18,2000,Recreation Assistants,Y,600,West Vancouver,264,50,Y
1/12/2015,26,3000,Conference,Y,300,Richmond,186,40,Y
5/25/2015,17,1000,Training,N,50,Maple Ridge,308,20,Y
10/26/2015,26,4000,Training,Y,500,North Vancouver,433,30,Y
9/11/2015,13,2000,Urban Native Youth Association,N,300,Maple Ridge,58,50,Y
10/21/2015,40,4000,In-School Mentor,Y,200,West Vancouver,377,10,Y
8/29/2015,14,3000,Party,Y,500,North Vancouver,177,50,N
8/24/2015,39,2000,Cultural event,Y,600,Burnaby,233,40,Y
4/19/2015,19,1000,Conference,Y,600,Vancouver,256,10,Y
5/6/2015,35,2000,Competition,N,300,Langley,447,40,Y
3/3/2015,20,1000,Parade,Y,100,Vancouver,185,40,Y
1/24/2015,15,3000,In-School Mentor,Y,50,Vancouver,331,30,Y
3/4/2015,17,2000,Special Event,Y,50,Richmond,249,20,N
9/29/2015,20,4000,Competition,Y,100,West Vancouver,34,20,Y
1/28/2015,15,2000,Recreation Assistants,Y,100,Vancouver,76,50,Y
8/8/2015,36,1000,Survey,Y,100,Coquitlam,438,40,Y
7/19/2015,28,4000,Contest,Y,300,Burnaby,361,50,Y
1/11/2015,40,2000,Community Visitor,Y,200,Burnaby,67,40,Y
6/2/2015,33,1000,Childcare,Y,600,Vancouver,417,40,Y
6/21/2015,15,1000,Party,Y,100,Langley,180,50,Y
8/13/2015,14,1000,Food Hamper Volunteer,Y,200,Maple Ridge,19,30,Y
2/1/2015,16,4000,Conference,Y,400,Burnaby,266,50,Y
7/9/2015,38,4000,Recreation Assistants,Y,300,Richmond,464,50,Y
9/17/2015,26,4000,Museum Tour Guide,Y,300,Richmond,473,30,Y
7/1/2015,33,2000,Urban Native Youth Association,N,500,Langley,278,50,Y
9/25/2015,32,3000,Study buddy Tutor,N,400,Maple Ridge,395,20,Y
3/16/2015,26,1000,Museum Tour Guide,Y,400,Vancouver,305,40,Y
8/13/2015,16,2000,Meals on Wheels Volunteer,Y,50,Richmond,34,30,Y
6/20/2015,40,3000,Parade,Y,300,Burnaby,148,40,Y
8/18/2015,38,2000,Speech,Y,300,Coquitlam,408,40,Y
1/6/2015,25,4000,Competition,Y,50,New Westminster,337,50,Y
2/25/2015,17,3000,Training,Y,600,Langley,101,10,Y
6/25/2015,21,2000,Nature House Volunteer,Y,600,Coquitlam,258,30,N
5/23/2015,14,3000,Food Hamper Volunteer,Y,100,West Vancouver,178,20,Y
2/23/2015,10,1000,Nature House Volunteer,Y,100,North Vancouver,302,40,Y
5/29/2015,10,1000,Fitness Class,N,100,Langley,342,20,N
9/28/2015,40,1000,Chamber of Commerce,Y,100,Maple Ridge,152,10,Y
4/27/2015,22,1000,Special Event,Y,100,North Vancouver,121,20,Y
1/7/2015,28,4000,Charitable Donations,Y,300,Burnaby,138,50,Y
9/15/2015,35,1000,Seniors Centre Volunteer,Y,50,Maple Ridge,111,40,Y
7/12/2015,13,3000,Childen Program,Y,300,New Westminster,431,50,Y
6/14/2015,24,4000,Food Hamper Volunteer,N,100,Richmond,360,50,Y
2/1/2015,22,2000,Social Media,Y,100,North Vancouver,435,50,Y
2/26/2015,16,4000,Training,Y,50,West Vancouver,103,20,Y
2/13/2015,23,1000,Study buddy Tutor,Y,500,Langley,170,30,Y
6/28/2015,15,3000,Charitable Donations,Y,600,Vancouver,383,50,Y
10/14/2015,32,4000,Development Volunteer,Y,400,New Westminster,15,50,Y
6/5/2015,16,3000,Parade,Y,50,Richmond,458,40,Y
8/26/2015,29,4000,Competition,Y,50,Langley,499,30,Y
6/6/2015,13,4000,Competition,Y,400,Burnaby,24,10,Y
5/14/2015,23,3000,Special Event,Y,300,Langley,146,30,Y
3/23/2015,28,1000,In-School Mentor,Y,600,Maple Ridge,155,10,Y
9/23/2015,39,2000,Charitable Donations,Y,300,North Vancouver,99,50,Y
9/10/2015,31,1000,Study buddy Tutor,Y,300,Coquitlam,370,40,Y
5/28/2015,30,3000,Party,Y,300,North Vancouver,106,50,Y
5/6/2015,22,2000,Recreation Assistants,Y,50,West Vancouver,444,50,Y
1/19/2015,37,2000,Food Hamper Volunteer,N,100,Burnaby,62,10,Y
5/16/2015,34,4000,Seniors Centre Volunteer,N,600,Burnaby,232,30,Y
6/5/2015,19,2000,Concert,Y,300,Vancouver,473,40,Y
1/12/2015,11,3000,Parade,Y,500,West Vancouver,103,20,Y
3/3/2015,39,1000,Charitable Donations,Y,100,New Westminster,116,40,Y
8/26/2015,21,3000,Training,Y,100,Maple Ridge,155,50,Y
8/14/2015,34,1000,Office Volunteer,Y,200,Maple Ridge,472,10,Y
7/23/2015,15,4000,Speech,N,200,New Westminster,341,40,Y
10/10/2015,21,3000,Graphic Design,Y,600,Richmond,166,30,Y
2/14/2015,14,2000,Equipment Sorter,Y,500,Coquitlam,338,50,Y
6/3/2015,16,4000,Market Volunteer,Y,200,Vancouver,11,30,Y
2/11/2015,33,2000,Concert,Y,300,Langley,422,10,Y
1/29/2015,20,3000,Contest,Y,100,Burnaby,152,10,Y
2/6/2015,37,3000,Party,Y,200,Coquitlam,489,40,Y
7/26/2015,31,3000,Training,Y,300,Burnaby,225,50,Y
5/16/2015,20,2000,Food Hamper Volunteer,Y,200,Maple Ridge,24,20,Y
9/22/2015,26,4000,Childen Program,Y,600,West Vancouver,72,10,Y
4/26/2015,36,3000,Office Volunteer,Y,50,Maple Ridge,73,10,Y
1/12/2015,37,4000,Childcare,Y,300,Coquitlam,118,30,Y
1/15/2015,22,3000,Festival,Y,500,Coquitlam,209,10,Y
9/1/2015,39,4000,Nature House Volunteer,Y,100,Richmond,15,20,Y
2/22/2015,24,2000,Market Volunteer,Y,100,Richmond,202,40,Y
3/1/2015,10,2000,Fitness Class,Y,300,North Vancouver,179,10,Y
4/7/2015,15,4000,Nature House Volunteer,Y,100,New Westminster,167,50,Y
2/7/2015,30,3000,Food Hamper Volunteer,Y,500,Burnaby,170,30,Y
5/10/2015,25,3000,Big Sister Program,Y,600,Langley,413,10,Y
1/11/2015,35,3000,Survey,Y,600,Maple Ridge,101,20,Y
5/22/2015,13,1000,Museum Tour Guide,N,500,Coquitlam,314,40,Y
4/6/2015,36,3000,Equipment Sorter,Y,500,North Vancouver,276,50,Y
6/28/2015,16,4000,Training,Y,100,Coquitlam,183,40,Y
1/27/2015,28,4000,Seniors Centre Volunteer,Y,100,New Westminster,286,10,Y
4/25/2015,18,4000,Survey,Y,200,Vancouver,429,30,Y
5/22/2015,20,1000,Fundraising,Y,100,Coquitlam,243,40,Y
9/11/2015,25,3000,Community Visitor,Y,200,West Vancouver,265,50,Y
10/9/2015,30,2000,Fitness Class,Y,300,North Vancouver,251,10,Y
3/9/2015,12,4000,Competition,Y,500,Vancouver,408,40,Y
1/17/2015,33,4000,In-School Mentor,Y,400,Burnaby,107,40,Y
6/30/2015,29,1000,Big Sister Program,Y,100,North Vancouver,191,30,Y
3/1/2015,27,4000,Charitable Donations,Y,400,North Vancouver,101,50,Y
9/4/2015,26,1000,Cultural event,Y,600,Burnaby,303,10,Y
10/6/2015,24,4000,Conference,Y,500,Richmond,97,30,Y
3/30/2015,33,3000,Food Hamper Volunteer,Y,50,Richmond,206,50,Y
2/19/2015,14,2000,Development Volunteer,Y,600,Richmond,205,20,Y
5/15/2015,15,3000,Conference,Y,50,Vancouver,198,20,Y
